ID	COMPOUND_ID	SPECIES_TEXT	SPECIES_ACCESSION	COMPONENT_TEXT	COMPONENT_ACCESSION	STRAIN_TEXT	STRAIN_ACCESSION	SOURCE_TYPE	SOURCE_ACCESSION	COMMENTS
21405	44147	Escherichia coli	NCBI:txid562	null	null	PK27	null	PubMed Id	7601837	Isolated from purified nitrate reductase of Escherichia coli PK27
21406	132666	Strychnos nux-vomica	NCBI:txid28545	seed	BTO:0001226	null	null	PubMed Id	19235686	null
21407	132666	Strychnos icaja	NCBI:txid1040889	root	BTO:0001188	null	null	PubMed Id	12560037	null
21408	132667	Strychnos nux-vomica	NCBI:txid28545	seed	BTO:0001226	null	null	PubMed Id	25594733	null
21409	132667	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	8103941	null
21410	132668	Strychnos nux-vomica	NCBI:txid28545	seed	BTO:0001226	null	null	PubMed Id	16317898	null
21411	132668	Strychnos icaja	NCBI:txid1040889	leaf	BTO:0000713	null	null	PubMed Id	4954818	null
21412	132669	Strychnos icaja	NCBI:txid1040889	null	null	null	null	PubMed Id	25594733	null
21413	132669	Strychnos nux-vomica	NCBI:txid28545	seed	BTO:0001226	null	null	PubMed Id	7912074	null
21414	132670	Strychnos icaja	NCBI:txid1040889	leaf	BTO:0000713	null	null	DOI	10.1016/0040-4020(73)80248-0	null
21415	132699	Strychnos nux-vomica	NCBI:txid28545	seed	BTO:0001226	null	null	DOI	10.1016/j.tet.2012.03.006	null
21416	132700	Strychnos nux-vomica	NCBI:txid28545	seed	BTO:0001226	null	null	DOI	10.1016/j.tet.2012.03.006	null
21417	132702	Strychnos nux-vomica	NCBI:txid28545	seed	BTO:0001226	null	null	PubMed Id	10.1016/j.tet.2012.03.006	null
21418	132705	Strychnos nux-vomica	NCBI:txid28545	seed	BTO:0001226	null	null	PubMed Id	25594733	null
21419	132707	Strychnos nux-vomica	NCBI:txid28545	seed	BTO:0001226	null	null	DOI	10.1016/j.tet.2012.03.006	null
21420	15771	Strychnos nux-vomica	NCBI:txid28545	null	null	null	null	PubMed Id	19666019	null
21421	15771	Strychnos nux-blanda	NCBI:txid1037791	root	BTO:0001188	null	null	PubMed Id	27534097	null
21422	15771	Uncaria cordata	NCBI:txid1382054	null	null	null	null	PubMed Id	27128898	null
21423	132712	Lonicera macranthoides	NCBI:txid638627	flower bud	BTO:0000470	null	null	PubMed Id	22822669	null
21424	132712	Manulea altissima	NCBI:txid292437	null	null	null	null	PubMed Id	25457503	null
21425	132712	Guettarda pohliana	NCBI:txid336043	leaf	BTO:0000713	null	null	PubMed Id	23387288	null
21426	132712	Olea europaea	NCBI:txid4146	leaf	BTO:0000713	null	null	PubMed Id	25102361	null
21427	132712	Lonicera fragrantissima	NCBI:txid486666	flower	BTO:0000469	null	null	PubMed Id	25726645	null
21428	132712	Catharanthus roseus	NCBI:txid4058	null	null	null	null	PubMed Id	26285573	null
21429	132712	Palicourea rigida	NCBI:txid96266	flower	BTO:0000469	null	null	PubMed Id	26927220	null
21430	132712	Palicourea rigida	NCBI:txid96266	root	BTO:0001188	null	null	PubMed Id	26927220	null
21431	132712	Guettarda pohliana	NCBI:txid336043	root	BTO:0001188	null	null	PubMed Id	23387288	null
21432	132712	Lonicera japonica	NCBI:txid105884	leaf	BTO:0000713	null	null	PubMed Id	23265495	null
21433	132712	Lonicera caerulea var. kamtschatica	NCBI:txid760126	fruit	BTO:0000486	null	null	PubMed Id	27598106	null
21434	132712	Palicourea rigida	NCBI:txid96266	leaf	BTO:0000713	null	null	PubMed Id	26927220	null
21435	132712	Lonicera japonica	NCBI:txid105884	flower	BTO:0000469	null	null	PubMed Id	21804227	null
21436	132715	Annona muricata	NCBI:txid13337	leaf	BTO:0000713	null	null	PubMed Id	17401878	null
21437	132715	Annona muricata	NCBI:txid13337	root	BTO:0001188	null	null	PubMed Id	17401878	null
21438	132715	Stephania dentifolia	NCBI:txid1501456	root	BTO:0001188	null	null	PubMed Id	23713286	null
21439	132715	Annona muricata	NCBI:txid13337	stem	BTO:0001300	null	null	PubMed Id	17401878	null
21440	132715	Stephania viridiflavens	NCBI:txid1501474	root	BTO:0001188	null	null	PubMed Id	20645211	null
21441	132715	Stephania yunnanensis	NCBI:txid152371	null	null	null	null	PubMed Id	22041142	null
21442	132715	Sarcopetalum harveyanum	NCBI:txid461626	null	null	null	null	PubMed Id	5037484	null
21443	132284	Pseudomonas putida DOT-T1E	NCBI:txid1196325	null	null	null	null	MetaboLights	MTBLS319	null
21444	90372	Pseudomonas putida DOT-T1E	NCBI:txid1196325	null	null	null	null	MetaboLights	MTBLS319	null
21445	132288	Pseudomonas putida DOT-T1E	NCBI:txid1196325	null	null	null	null	MetaboLights	MTBLS319	null
21446	132288	Beauveria bassiana	NCBI:txid176275	null	null	null	null	PubMed Id	20233596	null
21447	132288	Metarhizium anisopliae	NCBI:txid5530	null	null	406 and 02409	null	PubMed Id	20233596	null
21448	132291	Pseudomonas putida DOT-T1E	NCBI:txid1196325	null	null	null	null	MetaboLights	MTBLS319	null
21449	132292	Pseudomonas putida DOT-T1E	NCBI:txid1196325	null	null	null	null	MetaboLights	MTBLS319	null
21450	132293	Pseudomonas putida DOT-T1E	NCBI:txid1196325	null	null	null	null	MetaboLights	MTBLS319	null
21451	132295	Pseudomonas putida DOT-T1E	NCBI:txid1196325	null	null	null	null	MetaboLights	MTBLS319	null
21452	132317	Ovis aries	NCBI:txid9940	null	null	null	null	PubMed Id	24937646	null
21453	132317	Ovis aries	NCBI:txid9940	null	null	null	null	MetaboLights	MTBLS77	null
21454	132318	Ovis aries	NCBI:txid9940	null	null	null	null	PubMed Id	24937646	null
21455	132318	Ovis aries	NCBI:txid9940	null	null	null	null	MetaboLights	MTBLS77	null
21456	132327	Homo sapiens	NCBI:txid9606	null	null	null	null	MetaboLights	MTBLS90	null
21457	132327	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	24041970	null
21458	132327	Pagophilus groenlandicus	NCBI:txid39089	null	null	null	null	PubMed Id	25812797	null
21459	132327	Zalophus californianus	NCBI:txid9704	null	null	null	null	PubMed Id	25812797	null
21460	132327	Canus lupus familiaris	NCBI:txid9615	null	null	null	null	PubMed Id	25812797	null
21461	132329	Pseudomonas putida DOT-T1E	NCBI:txid1196325	null	null	null	null	MetaboLights	MTBLS320	null
21462	132330	Pseudomonas putida DOT-T1E	NCBI:txid1196325	null	null	null	null	MetaboLights	MTBLS320	null
21463	132362	Saccharomyces cerevisiae	NCBI:txid4932	null	null	null	null	MetaboLights	MTBLS115	null
21464	132363	Saccharomyces cerevisiae	NCBI:txid4932	null	null	null	null	MetaboLights	MTBLS115	null
21465	132403	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	PubMed Id	26364855	null
21466	132403	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	MetaboLights	MTBLS91	null
21467	132449	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	MetaboLights	MTBLS91	null
21468	132449	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	PubMed Id	26364855	null
21469	132450	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	MetaboLights	MTBLS91	null
21470	132450	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	PubMed Id	26364855	null
21471	132451	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	MetaboLights	MTBLS91	null
21472	132451	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	PubMed Id	26364855	null
21473	132452	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	MetaboLights	MTBLS91	null
21474	132452	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	PubMed Id	26364855	null
21475	132452	Ictaluridae	NCBI:txid7996	null	null	null	null	PubMed Id	12431401	null
21476	132452	Amblycipitidae	NCBI:txid31019	null	null	null	null	PubMed Id	12431401	null
21477	132452	Plotosidae	NCBI:txid30997	null	null	null	null	PubMed Id	12431401	null
21478	132452	Silurus asotus	NCBI:txid30991	null	null	null	null	PubMed Id	21212565	null
21479	132452	Malapteruridae	NCBI:txid31001	null	null	null	null	PubMed Id	12431401	null
21480	132452	Escherichia coli	NCBI:txid562	null	null	null	null	PubMed Id	9470222	null
21481	132452	Callichthyidae	NCBI:txid31012	null	null	null	null	PubMed Id	12431401	null
21482	132452	Lota lota	NCBI:txid69944	null	null	null	null	PubMed Id	10754789	null
21483	132452	Clariidae	NCBI:txid31009	null	null	null	null	PubMed Id	12431401	null
21484	132452	Bagridae	NCBI:txid31013	null	null	null	null	PubMed Id	12431401	null
21485	132453	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	PubMed Id	26364855	null
21486	132453	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	MetaboLights	MTBLS91	null
21487	132454	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	MetaboLights	MTBLS91	null
21488	132454	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	PubMed Id	26364855	null
21489	132455	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	PubMed Id	26364855	null
21490	132455	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	MetaboLights	MTBLS91	null
21491	132456	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	MetaboLights	MTBLS91	null
21492	132456	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	PubMed Id	26364855	null
21493	132458	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	MetaboLights	MTBLS91	null
21494	132458	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	PubMed Id	26364855	null
21495	132457	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	MetaboLights	MTBLS91	null
21496	132457	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	PubMed Id	26364855	null
21497	132459	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	PubMed Id	26364855	null
21498	132459	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	MetaboLights	MTBLS91	null
21499	132461	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	PubMed Id	26364855	null
21500	132461	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	MetaboLights	MTBLS91	null
21501	132478	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	MetaboLights	MTBLS91	null
21502	132478	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	PubMed Id	26364855	null
21503	132485	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	MetaboLights	MTBLS91	null
21504	132485	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	PubMed Id	26364855	null
21505	132487	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	MetaboLights	MTBLS91	null
21506	132487	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	PubMed Id	26364855	null
21507	39540	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	PubMed Id	26364855	null
21508	39540	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	MetaboLights	MTBLS91	null
21509	39540	Homo sapiens	NCBI:txid9606	null	null	null	null	PubMed Id	23111557	null
21510	132492	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	MetaboLights	MTBLS91	null
21511	132492	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	PubMed Id	26364855	null
21512	132493	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	MetaboLights	MTBLS91	null
21513	132493	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	PubMed Id	26364855	null
21514	132481	Homo sapiens	NCBI:txid9606	null	null	null	null	MetaboLights	MTBLS292	null
21515	132486	Homo sapiens	NCBI:txid9606	null	null	null	null	MetaboLights	MTBLS292	null
21516	132718	Corydalis yanhusuo	NCBI:txid458692	null	null	null	null	PubMed Id	22737858	null
21517	132718	Stephania dentifolia	NCBI:txid1501456	root	BTO:0001188	null	null	PubMed Id	23713286	null
21518	132718	Tinospora capillipes	NCBI:txid150903	root	BTO:0001188	null	null	PubMed Id	17340259	null
21519	132718	Stephania venosa	NCBI:txid527508	tuber	BTO:0001400	null	null	PubMed Id	16640839	null
21520	132718	Xylopia parviflora	NCBI:txid992813	root	BTO:0001188	null	null	PubMed Id	15081299	null
21521	132718	Xylopia parviflora	NCBI:txid992813	bark	BTO:0001301	null	null	PubMed Id	15081299	null
21522	132719	Sinomenium acutum	NCBI:txid152363	stem	BTO:0001300	null	null	PubMed Id	16964757	null
21523	132719	Sinomenium acutum	NCBI:txid152363	rhizome	BTO:0001181	null	null	PubMed Id	23059629	null
21524	132719	Menispermum dauricum	NCBI:txid49683	rhizome	BTO:0001181	null	null	PubMed Id	8281582	null
21525	132720	Sinomenium acutum	NCBI:txid152363	null	null	null	null	DOI	10.3987/COM-96-7609.	null
21526	49211	Epimedium koreanum	NCBI:txid63351	null	null	null	null	PubMed Id	12081149	null
21527	49211	Avicennia germinans	NCBI:txid41378	null	null	null	null	PubMed Id	11152952	null
21528	28408	Streptomyces coelicolor	NCBI:txid1902	null	null	null	null	PubMed Id	18422316	null
21529	132749	Eschscholzia californica	NCBI:txid3467	null	null	null	null	PubMed Id	17250743	null
21530	132749	Argemone mexicana	NCBI:txid54796	null	null	null	null	PubMed Id	21094631	null
21531	132752	Ips nitidus	NCBI:txid432259	null	null	null	null	PubMed Id	19408044	null
21532	132752	Pinus ponderosa	NCBI:txid55062	null	null	null	null	PubMed Id	12371811	null
21533	132788	Paeonia lactiflora	NCBI:txid35924	root	BTO:0001188	null	null	PubMed Id	19772486	null
21534	132788	Paeonia clusii	NCBI:txid40705	root	BTO:0001188	null	null	PubMed Id	12064719	null
21535	132788	Paeonia suffruticosa	NCBI:txid45171	bark	BTO:0001301	null	null	PubMed Id	17260795	null
21536	132789	Paeonia suffruticosa	NCBI:txid45171	root	BTO:0001188	null	null	PubMed Id	22547314	null
21537	132789	Paeonia suffruticosa	NCBI:txid45171	seed	BTO:0001226	null	null	PubMed Id	20822014	null
21538	132789	Paeonia ludlowii	NCBI:txid459176	seed	BTO:0001226	null	null	PubMed Id	23497864	null
21539	132789	Paeonia lactiflora	NCBI:txid35924	seed	BTO:0001226	null	null	PubMed Id	23497864	null
21540	132789	Paeonia obovata	NCBI:txid40716	seed	BTO:0001226	null	null	PubMed Id	23497864	null
21541	132789	Paeonia lactiflora	NCBI:txid35924	root	BTO:0001188	null	null	PubMed Id	26838074	null
21542	132789	Glycyrrhiza uralensis	NCBI:txid74613	rhizome	BTO:0001181	null	null	PubMed Id	23867078	null
21543	132789	Paeonia rockii	NCBI:txid62886	seed	BTO:0001226	null	null	PubMed Id	23497864	null
21544	132789	Paeonia obovata var. japonica	NCBI:txid40709	seed	BTO:0001226	null	null	PubMed Id	23497864	null
21545	132789	Glycyrrhiza uralensis	NCBI:txid74613	root	BTO:0001188	null	null	PubMed Id	23867078	null
21546	132789	Paeonia qiui	NCBI:txid459178	seed	BTO:0001226	null	null	PubMed Id	23497864	null
21547	132789	Paeonia ostii	NCBI:txid459177	seed	BTO:0001226	null	null	PubMed Id	23497864	null
21548	132789	Paeonia delavayi	NCBI:txid40707	seed	BTO:0001226	null	null	PubMed Id	23497864	null
21549	132790	Paeonia suffruticosa	NCBI:txid45171	null	null	null	null	PubMed Id	11339628	null
21550	132791	Paeonia delavayi	NCBI:txid40707	root	BTO:0001188	null	null	PubMed Id	17067761	null
21551	132791	Paeonia suffruticosa	NCBI:txid45171	root	BTO:0001188	null	null	PubMed Id	19586602	null
21552	132791	Paeonia lactiflora	NCBI:txid35924	null	null	null	null	PubMed Id	20824965	null
21553	132792	Paeonia anomala	NCBI:txid40698	null	null	null	null	PubMed Id	22190295	null
21554	132792	Paeonia lactiflora	NCBI:txid35924	root	BTO:0001188	null	null	PubMed Id	22190295	null
21555	132792	Paeonia sinjiangensis	NCBI:txid69719	root	BTO:0001188	null	null	PubMed Id	15506284	null
21556	132793	Paeonia lactiflora	NCBI:txid35924	root	BTO:0001188	null	null	PubMed Id	27429639	null
21557	132488	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	MetaboLights	MTBLS91	null
21558	132488	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	PubMed Id	26364855	null
21559	132489	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	MetaboLights	MTBLS91	null
21560	132489	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	PubMed Id	26364855	null
21561	132490	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	PubMed Id	26364855	null
21562	132490	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	MetaboLights	MTBLS91	null
21563	132491	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	MetaboLights	MTBLS91	null
21564	132491	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	PubMed Id	26364855	null
21565	132494	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	MetaboLights	MTBLS91	null
21566	132494	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	PubMed Id	26364855	null
21567	132499	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	PubMed Id	26364855	null
21568	132499	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	MetaboLights	MTBLS91	null
21569	132500	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	PubMed Id	26364855	null
21570	132500	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	MetaboLights	MTBLS91	null
21571	132501	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	MetaboLights	MTBLS91	null
21572	132501	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	PubMed Id	26364855	null
21573	132502	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	MetaboLights	MTBLS91	null
21574	132502	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	PubMed Id	26364855	null
21575	132503	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	PubMed Id	26364855	null
21576	132503	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	MetaboLights	MTBLS91	null
21577	132763	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	PubMed Id	26364855	null
21578	132763	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	MetaboLights	MTBLS91	null
21579	132538	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	PubMed Id	26364855	null
21580	132538	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	MetaboLights	MTBLS91	null
21581	132539	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	PubMed Id	26364855	null
21582	132539	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	MetaboLights	MTBLS91	null
21583	132540	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	PubMed Id	26364855	null
21584	132540	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	MetaboLights	MTBLS91	null
21585	132541	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	PubMed Id	26364855	null
21586	132541	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	MetaboLights	MTBLS91	null
21587	132542	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	MetaboLights	MTBLS91	null
21588	132542	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	PubMed Id	26364855	null
21589	132543	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	PubMed Id	26364855	null
21590	132543	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	MetaboLights	MTBLS91	null
21591	132544	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	MetaboLights	MTBLS91	null
21592	132544	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	PubMed Id	26364855	null
21593	132545	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	MetaboLights	MTBLS91	null
21594	132545	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	PubMed Id	26364855	null
21595	132498	Homo sapiens	NCBI:txid9606	null	null	null	null	MetaboLights	MTBLS292	null
21596	132546	Arabidopsis thaliana	NCBI:txid3702	null	null	null	null	MetaboLights	MTBLS338	null
21597	132547	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	MetaboLights	MTBLS91	null
21598	132550	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	MetaboLights	MTBLS91	null
21599	132551	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	MetaboLights	MTBLS91	null
21600	132552	Calanus helgolandicus	NCBI:txid114068	null	null	null	null	MetaboLights	MTBLS91	null
21601	132549	Arabidopsis thaliana	NCBI:txid3702	null	null	null	null	MetaboLights	MTBLS338	null
21602	132549	Caryocar brasiliense	NCBI:txid480971	null	null	null	null	DOI	10.1016/j.jfca.2008.05.006	null
21603	132549	Ixodes scapularis	NCBI:txid6945	null	null	null	null	PubMed Id	26864785	null
21604	132553	Arabidopsis thaliana	NCBI:txid3702	null	null	null	null	MetaboLights	MTBLS338	null
