peak.name,mzmed,mzmin,mzmax,rtmed,rtmin,rtmax,npeaks,Subject,184,214,289,317,320,327,348,353,373,387,408,461,528,739
M83T37_POS,83.0490123586964,83.04893360032051,83.04918965564958,36.58799934387207,34.616737365722656,38.327083587646484,14,14,4271120.348244846,4286574.17406875,14485422.21833162,7532869.615410193,9733213.27664608,5556911.407418695,7390578.963142285,10773408.715381097,6443971.349275565,11300762.893061198,6928531.1553620715,12742602.052999219,9221838.556697065,8349393.99973743
M85T35_POS,85.02826134445218,85.0281884257076,85.02845009563443,35.316027966308596,33.80070114135742,38.09511947631836,14,14,2932647.733732759,3211476.0810754397,5532582.292914205,4999439.000714389,3388480.4533085944,2173330.8302316396,3355622.604994657,4014279.3336077137,3021702.987461068,2418719.264516665,2992483.513089877,3993546.512760763,4424724.3538270425,3226262.1639271444
M85T36_POS,85.06465938959758,85.06456730346852,85.0648527322352,36.34763717651367,34.616737365722656,37.313594818115234,14,14,3252599.306021875,2775121.892516622,6113051.25030367,5516561.171917613,4439641.812769051,4792818.374048678,4137471.4530794797,6826430.413347942,5945160.41605931,4984897.14593125,7631153.163323349,4229581.466394532,6220854.718536822,3504373.532168149
M86T38_POS,86.05988668800308,86.05982169641055,86.06007380747114,38.1462,33.40366744995117,41.66646957397461,17,14,9669360.928715251,4802158.016653409,10122184.389665807,11828819.99151491,6445716.793406167,3469780.332702986,7260002.5915370695,9047465.335090771,6867483.44384027,12957297.394323481,6005367.896111717,2972926.379930582,12568926.863362499,4469439.947985699
M86T33_POS,86.0963228040657,86.09621216494153,86.09644653312175,33.42224311828613,32.99917221069336,34.20836639404297,8,8,2247202.492744424,NA,NA,5283694.956235522,NA,2054697.235626702,NA,5176079.471994481,NA,NA,4771951.538843991,25777332.71443506,8107391.596350964,37540663.59759062
M86T816_POS,86.09622892235548,86.09615676099891,86.09641171823426,815.9354248046875,795.832,820.054,9,8,14140191.885817206,6534625.986807228,NA,31143999.966548894,21982581.319213297,22593678.59686467,43619297.197723314,NA,17509385.977111805,NA,NA,NA,17872451.04759868,NA
M87T37_POS,87.0439387717346,87.04386408292844,87.04412955974983,36.639016549682616,33.80070114135742,39.25431823730469,14,14,4161292.45486123,4507754.603607527,22653509.488061167,21837910.167744104,16879526.151430406,18621849.123657424,10424324.092935886,14032530.075044114,11849834.542147137,16694784.849547692,12515334.90505285,7465172.953746124,15989043.895949999,6853650.107489269
M87T812_POS,87.08028116582324,87.08020921225256,87.08045641527369,811.697021484375,799.65869140625,816.692,12,12,NA,NA,36217010.37973528,44234222.15710374,52059935.74077413,37795862.838519275,37680464.77245682,38852274.62431527,46055786.713894345,40194670.95475438,48480826.99214891,48369795.7316682,33994237.98913651,42632571.704557866
M88T859_POS,87.96044459214066,87.96039340156963,87.96065707032598,859.2889404296875,847.46429443359375,873.81134033203125,18,13,1919071.7143037918,10967375.025306849,17935962.810763713,5787660.103861647,11505889.341783224,12717264.643960994,10336979.694513027,12972844.928377334,8424827.673752826,9302761.596464409,5474046.384794328,NA,8602796.552041741,5819532.501099493
M88T999_POS,87.96048396502175,87.96043736390895,87.96066935187146,999.26251220703125,985.20556640625,1006.7780151367188,11,9,2582345.30518617,NA,NA,2526701.3768120892,2561329.843727299,1934023.323477357,3088416.124552596,1779940.4156187417,2343988.8398567806,NA,2308748.408112955,NA,1931314.4511944493,NA
M88T937_POS,87.96044628099263,87.96043193477523,87.96067106902122,936.98077392578125,930.12347412109375,946.624755859375,9,8,1781891.26945782,2822076.6407065135,2796624.827929649,2398311.310095364,5677964.222259076,NA,3275971.3076782734,2559078.6493137837,NA,NA,5653517.025798324,NA,NA,NA
M88T905_POS,87.96046305217233,87.96041298955765,87.96066499171582,905.2060546875,898.36224365234375,911.445,7,7,2779356.4436718733,NA,NA,11359211.007166605,3058172.687021374,NA,2535455.077440431,1874538.665472649,4706041.010193219,NA,NA,NA,NA,1676329.8164488454
M88T35_POS,88.03917449071568,88.03914589172224,88.03937020855577,35.46428298950195,32.6529,48.17724609375,11,10,14160901.877026578,NA,17469451.560019135,15938459.093687797,NA,2800008.61462024,1493562.0145936385,15132184.307325587,NA,22603754.878801145,4616517.188034716,NA,22048908.422063474,4421438.720114108
M88T74_POS,88.07556103673889,88.07549226530281,88.07567971633506,74.30952453613281,73.403045654296875,75.854583740234375,10,10,NA,7250019.600512796,NA,NA,11500632.92155,12715009.401993534,7190815.113577064,17439815.28252708,19226776.800443724,22556725.278113,16010504.077738844,NA,14546009.714425279,21776320.85130149
M88T39_POS,88.07556515560172,88.07550096829146,88.07573877276305,38.594682693481445,38.22712326049805,39.22939682006836,8,8,6184360.930210479,3924485.0472322465,8785842.680274602,7057445.923447697,NA,NA,NA,3851595.515017185,NA,3931638.985709072,3691693.245040548,NA,7627314.949833648,NA
M88T623_1_POS,88.18968808976916,88.18966759004422,88.1898801237525,623.262939453125,622.98211669921875,624.50592041015625,13,13,291459.9931889671,266388.02248850995,226265.83683913283,168043.61862148266,173095.1418185764,228211.10749147658,233922.9843632784,249538.08051897027,716182.4396961824,186192.47661932104,180318.3868363656,127289.39137207046,313038.38094479707,NA
M88T623_2_POS,88.44067488073944,88.44060656857084,88.44097867455426,623.292724609375,622.996826171875,623.60955810546875,13,13,NA,855221.4265600619,637034.9064119521,519118.8043964928,594394.292538504,661707.3352793072,780345.0201828216,730588.4624006698,1890934.5322767135,594344.6038327719,636260.4689553002,459687.7218607616,703644.9249375095,235564.19068652418
M89T865_POS,88.95211870398775,88.95205061955238,88.95230562716047,864.50201416015625,850.4320068359375,874.743408203125,15,11,7964317.442231827,5341851.2169343745,6384889.971924534,3534387.0626161094,6205436.553838464,6262554.6933764545,1605667.7937144726,5003772.869339154,4713681.660797172,4847125.37150386,NA,NA,1490594.1392327566,NA
M89T989_POS,88.95210337514968,88.95203168069143,88.95223168511423,989.30255126953125,974.34539794921875,998.02,9,8,NA,2080830.2528562567,2879385.997341224,2491734.4865714274,4150158.9806374996,NA,4037163.6393771465,1715906.7386323255,NA,4118083.656418849,NA,NA,1238563.8817499906,NA
M89T823_POS,88.99079051481868,88.99071923615604,88.99098846162886,823.29443359375,822.2188720703125,825.24945068359375,14,14,297446513.2747004,306218822.4317712,63798990.26735484,108144140.9074912,55707695.43717868,94593997.78598876,74278487.36910124,62814152.83760077,102697086.16088337,68002113.94163144,101548869.26696293,74522548.54348779,89053284.58915167,65784920.28252432
M89T610_POS,88.99085577442071,88.99076686840105,88.99102740130755,609.88421630859375,597.49371337890625,618.61669921875,22,13,NA,48285983.071938284,5115455.737374977,22296211.013102423,6948234.554899955,6377125.186991669,10415534.314118853,7337914.972176698,19630239.771417595,9786629.780705307,20898533.167311847,7530572.5475329235,6505120.865843752,9464253.004596043
M89T638_POS,88.99082819421102,88.99076852576009,88.9910202033693,638.3798828125,627.8587646484375,648.04010009765625,19,12,NA,25992395.757198103,3971373.6510787415,6572350.728392128,9226594.48095237,7683239.465037459,6023918.244093814,11157459.70625004,7583623.680979831,4001531.9711071537,10729031.439131971,9856871.544843756,NA,8737512.05436663
M89T567_POS,88.99085796929928,88.99079835943462,88.99105798863656,567.33837890625,553.19805908203125,574.52685546875,19,13,NA,100156861.73373288,28304022.058835585,18621360.30734768,6332475.706269997,17936564.548338912,9215067.480750006,8755528.254010368,27404900.80632639,19814463.780394476,9207742.40618114,13926035.073672997,7359288.909690411,34815720.66918752
M89T432_POS,88.99087664687498,88.99082290806224,88.99105015720554,432.0776062011719,425.8543395996094,447.34429931640625,17,13,NA,48043832.1946562,42191918.279844165,19870267.802110646,40066949.14352118,27280278.355836757,14699526.047120083,45939351.95944304,14979270.969225049,15050267.282769239,18219794.124689434,31335854.98945704,29581378.69330325,15425437.430496044
M89T483_POS,88.99086147077031,88.99081459834181,88.99103932846543,483.2642879638672,481.257568359375,490.50518798828125,10,10,NA,57796423.35026798,12486504.785963532,15094455.207594853,14473145.64399076,11782632.652789803,16132954.851306412,19136476.196642768,13467169.491360001,NA,22407442.963976704,NA,NA,36927217.415792204
M89T471_POS,88.99087361751047,88.9908086612245,88.99103024664386,470.8478088378906,466.1042175292969,475.68267822265625,11,10,NA,35815394.21224003,17462666.59427205,33988240.230914,23934660.65306246,11089599.525124924,32326362.127537496,16077020.620422492,25226562.012711138,37071802.16688415,NA,NA,NA,22781661.668928556
M89T285_POS,88.99087635731433,88.99081941717759,88.9910329485982,284.69493103027344,280.82098388671875,291.388671875,12,11,NA,43935295.63709987,39209106.91654451,NA,11658776.474474996,25443106.15649993,13091135.110579506,44732356.00996758,68109870.41863865,10352163.569485232,24585622.43976736,61905334.1151807,NA,49407697.83140623
M89T587_POS,88.99085874162888,88.99079224028345,88.99101956080038,587.2583923339844,584.03546142578125,588.92413330078125,10,10,NA,25866187.218597468,NA,6485553.442657445,5082849.327051955,NA,10737069.746331424,11613365.653142376,NA,6737395.473046911,5178969.675518333,8676045.425956514,5661453.822872652,5629371.215326104
M89T342_POS,88.99086965100462,88.99079238373913,88.99103369498486,342.4438171386719,322.82391357421875,359.5710754394531,25,13,NA,43199079.83582495,30732490.27376389,19222773.99355681,29553627.245967586,15802735.183730813,13672923.351136295,49942761.66949086,14405736.578217423,13109835.759535728,20173955.64846964,19884365.05797487,20381031.493125062,17846289.03784092
M89T264_POS,88.99085688731111,88.99081566837324,88.99103954757797,264.03204345703125,255.143798828125,271.6160888671875,15,11,NA,48429864.33378751,18781809.097964298,NA,16881247.47399995,19635102.284639318,13982667.8702917,17474520.09949992,NA,12888489.87772157,14507542.96043,27518536.771379407,17348723.95019537,17387152.087764695
M89T403_POS,88.9908793634743,88.99080686044422,88.99103042429039,403.44383239746094,388.18890380859375,409.6719970703125,14,11,NA,NA,NA,43396296.74589518,26901102.105491843,14119158.151076118,12993785.778583355,18682088.929916732,15791097.35705292,58441433.13054631,38959994.232045405,26195321.377124973,31500225.16676136,18709675.994010452
M89T512_POS,88.99088550641366,88.99082298723624,88.99105468747457,511.81500244140625,504.6389465332031,521.471,13,10,NA,42978531.20924984,22429782.0533854,38896619.33797698,NA,18096878.133124955,16661541.612386396,28456714.23089057,NA,41197620.69958334,NA,18259124.87091671,9773192.825549947,15213420.510571383
M89T235_POS,88.9908756400969,88.99082000339033,88.99104197025487,235.41742706298828,219.8585968017578,250.67681884765625,22,12,NA,30330617.175803587,10635908.788725013,13437235.467960017,13091763.279765597,12244781.988413036,24588963.9329538,18253998.826803558,12769143.074791647,44090521.78887793,17335065.514675785,29177671.083078127,NA,14867379.975000039
M89T416_POS,88.99090039757093,88.99082900971592,88.99103190918483,416.2040100097656,413.66064453125,416.509,7,7,NA,44857312.517441615,14504376.642461553,NA,NA,18835479.576022763,40513388.20296424,NA,17678397.911987867,NA,NA,20932262.049739145,13959894.499062495,NA
M89T540_POS,88.99087059265041,88.9908117155136,88.99103926585983,540.16473388671875,528.03240966796875,549.16705322265625,13,12,NA,35339538.10262952,9687888.964750016,9918546.779624922,40077411.31240595,12156317.669805584,40657624.355943784,24879078.206881534,13291704.970800942,10467783.690880457,11100066.964687541,29212064.277187493,26616779.209928285,NA
M89T377_POS,88.99087887403066,88.9908117910228,88.99103885161354,376.6805419921875,364.244,384.7712707519531,13,9,NA,33511086.829500042,21315011.25860472,13051341.970119078,NA,37486499.74999993,13609759.92340904,NA,NA,15072709.641072933,18003010.789534435,22563953.770695608,NA,23275630.56421874
M89T497_POS,88.99085134778403,88.99082187264906,88.99103282046408,497.157,493.1024475097656,499.3384094238281,7,7,NA,33947700.736619905,11628098.493489118,NA,21688983.304390293,20576201.949923087,10841094.147000015,NA,NA,NA,15298465.562456891,NA,32216789.79599616,NA
M89T672_POS,88.99083394547426,88.99075327064752,88.99101548603623,671.5080871582031,669.289794921875,677.66583251953125,8,8,NA,61888797.8398266,13519524.654543174,9410577.240208328,NA,27296619.846105974,NA,30426702.02064711,29399086.343294058,18882710.38676161,NA,20252250.1819745,NA,NA
M89T659_POS,88.99077795153434,88.99075503097428,88.9910114086712,658.51446533203125,654.17449951171875,659.87548828125,7,7,NA,19520055.19178814,5006356.609661436,7449801.650323185,6288535.321532275,5499981.176468767,NA,NA,NA,NA,5205120.412644252,NA,NA,9972052.715299904
M89T175_POS,88.99084586183447,88.99082722174427,88.99102976512374,175.37332153320312,160.7365264892578,187.3086395263672,11,8,NA,15616767.128308844,12583836.605140237,NA,9151114.881785713,7498472.275937499,NA,8509858.017120011,NA,9718657.528125005,12452280.109763535,NA,NA,7905505.678391808
M89T310_POS,88.9908543768658,88.99081520306389,88.99104061768843,310.0586242675781,299.48919677734375,318.4602966308594,11,9,NA,131071759.33052899,NA,17489952.243645813,11824407.818562534,29612160.62112006,15294717.960600002,NA,NA,17037079.62333931,27561279.217179276,29414577.690749984,14297235.527312497,NA
M89T684_POS,88.99082039727597,88.9907608513169,88.99084315684001,684.45025634765625,682.60125732421875,692.8743896484375,7,7,NA,NA,NA,26681010.511889663,NA,5978502.249180919,9442688.016575068,15407019.376969952,6754160.250193406,8604662.691925062,26964039.530249987,NA,NA,NA
M89T723_POS,88.99081250236905,88.99076209674098,88.99097890929184,722.8538818359375,715.15960693359375,737.10546875,11,10,NA,58914811.93818178,11826791.493199792,7419201.9786666,NA,8678160.682526812,8394273.994640632,16331247.291280758,7705921.389843774,5134792.008110045,NA,NA,7360732.627520859,5225802.656732925
M89T205_POS,88.99085701488815,88.99082921081093,88.99104048208494,204.94491577148438,193.10086059570312,212.7184600830078,9,9,NA,65971163.039943844,16991845.145766884,14500350.914765628,NA,27093518.945857145,11670307.414361587,30651787.13959106,NA,14714670.370492645,NA,16756052.967297655,NA,14800454.948531266
M89T46_POS,89.03846825164818,89.03835754923519,89.0597296878174,45.75537872314453,30.915679931640625,46.814395904541016,9,8,604186.6803710939,570345.0557347368,NA,630234.964880209,NA,428449.0183149456,NA,272765.36060121545,NA,564364.9877352536,807762.9811862264,NA,630616.1782359369,NA
M90T37_POS,89.75705807492322,89.75695613106953,89.75721577140403,36.98358154296875,33.38010787963867,41.8004035949707,7,7,NA,NA,NA,NA,798736.9519527347,1825497.1762062924,1275572.4027482148,919397.6353686716,NA,NA,1690502.7618632433,1931950.583761506,NA,3326312.284531271
M91T588_POS,90.92461446009337,90.92458912847123,90.92467988440728,588.0115966796875,587.9957275390625,588.3114013671875,7,7,NA,NA,NA,175539.9749713536,214331.30110795485,238221.75165767214,127968.81360000011,185174.53104910618,NA,190229.12471439142,233786.2204778602,NA,NA,NA
M91T994_POS,90.94756733677862,90.94750933049043,90.94775515613927,993.58612060546875,981.82342529296875,1005.094482421875,27,14,74291458.44348286,35682306.8951253,63818706.328919,29827875.84176099,33047953.164999906,32730779.902689386,57775869.44491098,26713760.661538225,31898926.3290547,26773840.68148271,27757960.780000012,19406459.85918738,17357477.503952198,20939709.05629846
M91T894_POS,90.94755690921,90.94748137987884,90.9477396894166,894.34552001953125,878.163330078125,904.8944091796875,27,14,55715125.52011745,60863042.8047571,46596114.86884611,30209024.47628607,28770345.052947603,37769547.51376553,25258823.51226164,24464720.557391196,33522289.961400047,26754404.811821427,19177597.79249985,21238893.424702667,19390568.214781288,34736982.20170448
M91T1014_POS,90.94756661345373,90.94751215075122,90.9477519364649,1014.2328491210938,1007.4898071289062,1020.7700219726562,17,14,26608389.336666834,39759045.26666705,31378664.698332876,33307609.419399884,39994191.23322575,28722184.56346162,20641175.95800003,27947061.455625057,24884038.069800247,17714870.437894955,22180947.05857131,16068913.06719998,32503500.42524381,19177013.3203125
M91T947_POS,90.94756625410895,90.94750809491342,90.94775634592155,947.25225830078125,934.79595947265625,957.22021484375,21,14,51394460.465145774,30965652.217000015,51216379.019999936,45610573.515394196,32959636.6014167,30257758.173461303,46701884.00058133,36059067.58014678,59445501.71651314,21433176.268045586,96605483.84000014,23511600.813374996,23587492.803214308,21225220.753790256
M91T865_POS,90.94753733382335,90.94747743136939,90.94772110572863,865.4349365234375,860.17535400390625,871.051025390625,15,14,170134249.1430559,237731011.19058135,207706644.98998347,153155771.1047313,150470809.919198,140513192.80341902,129805569.69046737,128491701.95628028,107517467.3543603,88210493.56923653,128453712.20824748,9891511.745412435,84351647.92867847,53830156.66185718
M91T967_POS,90.94756479518396,90.94751158431306,90.94774063631682,967.49981689453125,957.528,979.34149169921875,23,14,42288806.657830454,32511883.747173864,55508515.18377395,44997449.866477214,92924457.62233782,79527891.70521142,30719797.650301613,33335764.73937487,32718365.64546884,20841715.66806802,26078569.0756666,17628089.59112957,23707792.009051606,21157928.362842623
M91T913_POS,90.94755429173196,90.9474896724903,90.9477504079053,912.5370178222656,908.02099609375,919.2296142578125,14,14,56396096.97202798,53492355.15496755,52318341.13532084,79578709.13041048,105343393.28823988,41268777.48286775,29253062.28752999,24254688.33071415,48632030.49454459,83401398.96775885,42796069.7654604,25547143.54333328,23985825.4067845,28055671.763378054
M91T927_POS,90.94756434829478,90.94749168122507,90.94774618781126,927.322265625,922.653,934.17144775390625,11,11,38658741.57738428,37729820.49750036,88950007.1690624,35809716.24855011,NA,58520088.69374991,38807341.62982357,21996598.07883748,36074074.58169096,28337268.579206724,NA,NA,43773405.82653346,16151559.183374941
M91T33_POS,91.05410428180622,91.0540272465648,91.05430469007317,33.10350036621094,32.85947036743164,34.30777359008789,14,14,21581785.64835001,15721303.4055,22307123.688464582,26882654.41422832,8996692.102357935,14042374.293654166,11125317.532885939,24538395.64500501,11005217.192712761,20642423.142403126,21947594.10976467,9394919.15832375,21768274.568019025,15891154.021474794
M91T46_POS,91.05409098961663,91.05402153477515,91.05426215198379,46.237361907958984,43.725807189941406,47.88451385498047,14,14,10202616.261562502,10994620.99466546,13109814.214466084,12945879.289982146,10667113.45515625,9313382.38065579,9726713.740445524,10061454.734550314,9372256.056946872,17979168.472292043,14107231.258937567,10689910.439723957,14025616.681140108,7363008.164851079
M92T862_POS,91.9552877108754,91.94790949055384,91.95532079425101,861.71044921875,850.865,868.227,11,9,NA,4314143.725957395,5562741.240443099,2779787.401686438,6013727.596436239,NA,1886908.716646466,2189816.654276307,4536027.354496175,1587551.8596192002,2657446.9689748795,NA,NA,NA
M93T848_POS,92.9857797611533,92.98570123894378,92.98595366811698,848.0191650390625,834.79571533203125,852.42327880859375,15,12,1821549.839056764,1065821.6802251774,NA,7225547.16655583,6884979.635071449,5992083.803925502,1426315.3010069553,5744594.893472101,5710761.531063465,6767147.033745234,6761372.188892844,NA,6455484.480230838,1923692.5409374954
M93T1011_POS,92.98582792155064,92.98577150656857,92.9860010367147,1010.83447265625,997.71636962890625,1019.2102661132812,17,11,2788532.417131918,1530895.712277204,NA,NA,1830278.82401494,2332570.657589293,2115176.74111249,6384779.632044535,NA,2828002.066500019,1754371.8074107047,4788593.113895518,2781932.7116406295,3326004.3798828125
M93T919_POS,92.98586257400908,92.98574634119744,92.98601052419795,918.6053669433594,909.8914794921875,930.12701416015625,16,10,3066624.0920397243,5449539.292171721,NA,NA,1215716.3309638796,2785642.667003474,2719170.455879923,3326266.653203822,NA,4009445.057280643,NA,3370456.487421203,2086895.409500009,2795239.3915885203
M93T940_POS,92.98577162215174,92.98575676433221,92.98599693785725,940.39764404296875,932.61273193359375,946.3079833984375,11,9,4315995.973076394,NA,NA,3191710.020877347,2646178.7136026756,1874708.4152751288,NA,NA,NA,4870581.366707038,5570148.031233938,5112886.618024996,3206457.2883337946,2027788.1345449358
M93T953_POS,92.9858637997461,92.98577239520647,92.98599084901757,952.8593212890626,950.9976806640625,958.15252685546875,8,8,NA,1492418.1288846163,NA,NA,NA,4099737.185834072,2420116.3374609444,2023616.390286081,2918095.121599661,NA,NA,3056712.907400041,1616917.0020312658,2474527.2689848784
M93T966_POS,92.98584534989271,92.98578823194205,92.98598795232482,966.2581787109375,961.5838623046875,976.22235107421875,11,9,1236793.8328654831,2184523.220477748,NA,NA,2016249.955559988,NA,2436608.472790321,1879782.9845683768,2124383.7395504694,2625596.3269176334,NA,NA,2734976.0710831718,2280382.5829774463
M93T987_POS,92.98592683159217,92.98575479956719,92.98598705494688,987.43402099609375,978.0943603515625,993.07086181640625,11,9,3242557.354967726,1520716.6629322933,NA,NA,3296658.4840266523,3143817.5826753443,NA,NA,2470973.4055052255,2236329.8648247765,3237119.9941832013,NA,1899131.631578108,4281111.019531242
M93T885_POS,92.9858501988264,92.98574105990552,92.98597253007836,885.316162109375,881.8992919921875,887.50140380859375,8,8,2053579.3358730497,1399523.1352121525,NA,2826247.151390622,3982378.3210247993,6093553.881000612,NA,NA,NA,4009574.5806489014,NA,NA,2228530.477875003,3061587.6578521663
M93T868_POS,92.98589974761097,92.9857482179619,92.98596655806001,867.91632080078125,865.76416015625,875.69073486328125,8,7,1670366.066173109,1526257.896835935,NA,NA,2056102.7198125068,NA,NA,NA,NA,1879592.942753913,1963699.971885612,NA,1731820.1893124997,2614793.632572912
M93T33_POS,93.06975401333332,93.0696806711588,93.0699577580918,33.33596927185059,32.85947036743164,34.30777359008789,14,14,12220136.181254039,7745317.564782692,12152537.744633675,15361229.642112503,6774432.230835999,8155887.630577213,6307371.868356248,19656169.868016213,6941879.884771271,18614538.801767003,15897727.53029644,7029122.517462498,17625671.774158247,8805353.369566403
M93T580_POS,93.10195561695377,93.10190538603854,93.10212695735683,579.5626525878906,578.7911376953125,580.3857421875,10,10,NA,NA,164418.95518261488,418623.4326697501,NA,330874.0803042721,121707.54287961751,NA,275208.0210039081,362118.71761792654,357128.04105654825,380125.85365136724,431243.4691304326,335788.17747890344
M94T33_POS,94.04116909508878,94.04110178497419,94.04140350744156,33.288468661499024,32.85947036743164,34.22698211669922,14,14,2259261.541545407,1083004.9830499026,2556880.034314352,3734675.369205098,786285.8544000004,1570826.4618354489,948034.4546828492,2899287.575346973,776888.6741178709,2200011.7490661624,3127835.4846961517,672038.1477745884,2875529.9730406497,1509159.2566392196
M94T35_POS,94.06500289247185,94.0649082904501,94.06519017501424,35.23255157470703,33.691551208496094,36.35346221923828,14,14,18168333.8117947,6842168.545904542,29307931.35047258,24437511.557340525,63032419.776181385,4848931.330348003,3418324.08535918,12688647.498950038,4545653.02768413,11683688.348937007,8979328.58644875,5841738.40021916,18216533.90450802,10058740.49591309
M95T33_POS,95.04899406749115,95.04890903911472,95.04918873854913,33.476186752319336,33.14708709716797,34.31134796142578,14,14,32796693.06606853,26005475.23238913,42021998.77875537,52143212.94212387,17360982.27479973,27842843.726926997,21975183.350059096,51796559.217456825,18541572.221472215,42737432.8229944,47608159.22871086,19436041.348729692,50436654.02163282,29791289.827715743
M95T129_POS,95.04902907528074,95.04895958437487,95.04920479694128,128.92671966552734,109.906494140625,134.87869262695312,14,12,100400850.60397136,11602366.236739863,9181537.022016088,13136503.903991913,NA,11647788.161856612,11425731.21247825,15068488.13268751,22044045.642542586,NA,31517185.531123407,15392185.781566672,7865370.126056677,10142747.751903405
M95T35_POS,95.0853369216087,95.06824889690988,95.08556321214968,35.17377853393555,31.182771682739258,36.163658142089844,19,14,7202159.780375002,9842370.40488334,1417471.5695420287,23891730.015140403,3589996.8279155362,10334142.866746113,37964349.719388515,31113751.556056824,17637838.49503821,236394.84403727678,24231040.687908232,10226342.295630766,19229912.92494241,20399048.397032205
M95T554_POS,95.08541266567326,95.08537537348796,95.08559954531385,553.7268981933594,544.2740478515625,554.423,8,7,3148533.3185058767,NA,11856341.696320364,NA,NA,NA,10616314.962951377,11933614.955774054,10490733.780186236,NA,NA,6356856.17598491,7686240.999381524,NA
M95T652_POS,95.19735206690606,95.1973090217373,95.19751811441851,651.9271240234375,647.7474365234375,653.5714111328125,7,7,259659.36523183878,294820.417522931,NA,NA,159514.10915715236,257099.3969866055,NA,203306.25742542552,1093163.3327923943,NA,200716.1601136372,NA,NA,NA
M95T653_POS,95.44840544789695,95.44832528595252,95.44871460390645,652.74798583984375,648.46441650390625,653.33428955078125,13,13,571012.7602690466,690285.2934593252,305783.2742421857,91648.02805859369,505254.29700293025,728958.5808743876,228117.26847655704,792778.6806195718,1626842.8403362266,413638.8297580711,816730.3843045217,178299.5134706997,438081.19712246757,NA
M96T33_POS,96.05227531816988,96.04411894654972,96.0524802389903,33.40366744995117,32.76154708862305,47.270774841308594,15,14,21213724.850262314,5155153.711602455,13258840.772722755,2839464.51645042,2200558.8608841584,1317613.3437815774,876854.1008882808,2096709.8352476843,716721.3441201749,2160282.2690914255,2533884.160777586,432298.81687067857,2126553.3899146216,1352847.5941814873
M97T865_POS,97.00746514921016,97.00739388213536,97.00767114470261,865.10797119140625,841.28118896484375,877.85113525390625,14,8,19575034.730144,25115692.964435834,NA,5833044.703756101,NA,7059111.017802605,1728384.4766152853,NA,6102355.56146285,5015302.986301561,NA,1012650.5544084851,NA,NA
M97T918_POS,97.00747262914939,97.00739774212364,97.00769594934896,917.6710327148437,910.20208740234375,930.74884033203125,10,8,16461021.091150345,7156168.251139703,NA,4129805.4954045694,NA,1781638.7268385335,3197556.6980713373,NA,NA,1418561.0434886352,2870976.200274386,NA,1571281.5453387504,NA
M97T36_POS,97.06466671101069,97.06458085660942,97.06485333768943,35.85921096801758,34.07078170776367,38.327083587646484,14,14,3166141.8738598633,4128777.954984375,5304213.270584872,4372077.406635776,6664569.5746292975,3721341.575758288,5245186.765863565,7148849.269879178,6205086.207869896,7958170.466616311,3296212.1958055925,6485006.727738803,7980116.856634237,3339356.8266555415
M99T34_POS,98.98401379240504,98.97510639299445,98.98418462566349,33.80070114135742,32.0438,48.478981018066406,13,11,24733547.85012964,NA,68423325.17030011,48754575.46851957,NA,25543198.902904406,20849882.482850336,53343609.03258367,NA,63379450.685598016,42869416.5779429,6860314.394376229,53396393.63915961,29014671.561696522
M99T33_POS,99.0261282331715,99.02602688598157,99.02632071617543,32.50691604614258,31.9958553314209,33.32355499267578,14,14,6605459.571438686,2519324.929424247,1718570.584907387,5073228.905794093,1018688.0397140257,2345323.8039541957,2790574.489360415,5142338.077218867,1027344.8699709135,8674221.726301966,8121356.554976074,2085943.2827044919,12120019.333174303,4230594.388042107
M99T35_POS,99.04389849321574,99.04380601259001,99.04407983630772,35.16801834106445,33.31403732299805,45.1762,15,13,4040458.450186132,5264656.473759137,5032834.292321233,4003953.235613068,2891620.4573857337,2851938.186480134,11120001.796434427,8971110.00724375,NA,5432207.123962348,4544023.957995981,2973349.099594922,4842125.4637399465,5941361.741412401
M99T588_POS,99.33022929131151,99.33017427192065,99.33034629939142,588.0115966796875,587.724853515625,590.2579345703125,11,11,85625.63833593712,201046.91275111417,NA,375954.0402304706,673553.3414402881,565978.1206372657,250548.73926562408,534870.2990937436,1084194.4759570125,505207.76353041374,765219.404497774,NA,106764.874817708,NA
M100T68_POS,100.07553263681368,100.07546228215698,100.0756775929722,67.59739303588867,52.75090789794922,68.2115478515625,8,8,NA,NA,NA,NA,NA,53779137.136606686,17512523.46449785,19255462.017979164,NA,34212359.92663801,22583778.63333222,11693238.249113003,18893895.648775507,16679072.638460258
M100T35_POS,100.11190760134407,100.11181480108274,100.1120831733653,34.808542251586914,32.9581,35.99094772338867,14,14,3134770.5089517995,7111755.260674481,10354971.150164371,11548811.256978517,2468854.1543162717,1678486.9029960935,7379256.035508334,4846679.165078938,4956664.467106249,3014531.1118444046,3576967.7697945614,1451555.0341927172,4145618.0717143477,1508939.7459690943
M101T37_POS,101.0595744166128,101.05948765683739,101.05977202828701,36.758317947387695,33.726043701171875,38.09511947631836,14,14,6427007.9851,5276314.626053125,20391528.54109442,18323921.98244068,12196863.03986522,5637866.809724064,10279401.703349084,19870905.06692728,12516620.23599,13449787.087114133,10495782.912156252,7317034.416340526,19088715.710409723,8108826.51435066
